MWP	ONames	GLON	GLAT	Width	Height	Reff	Hit	Flag	_RA.icrs	_DE.icrs
1G011110-004100S	    	011.110	-00.410	 0.58	 0.56	 0.40	 0.11	 	272.8931	-19.5168
1G011140+000500S	    	011.140	+00.050	 0.45	 0.45	 0.32	 0.11	 	272.4812	-19.2687
1G011160+000600S	    	011.160	+00.060	 0.64	 0.58	 0.43	 0.11	 	272.4822	-19.2463
1G012330-001200S	    	012.330	-00.120	 1.07	 0.91	 0.70	 0.11	2	273.2438	-18.3075
1G012500+000700S	    	012.500	+00.070	 0.45	 0.45	 0.32	 0.11	 	273.1542	-18.0672
1G012610+001100S	    	012.610	+00.110	 0.53	 0.53	 0.37	 0.11	 	273.1728	-17.9515
1G012680-001800S	    	012.680	-00.180	 0.81	 0.77	 0.56	 0.11	2	273.4757	-18.0290
1G012850-003100S	    	012.850	-00.310	 0.55	 0.51	 0.38	 0.11	 	273.6812	-17.9419
1G012910+005100S	    	012.910	+00.510	 0.63	 0.60	 0.43	 0.11	 	272.9558	-17.4962
1G012970+000600S	    	012.970	+00.060	 0.50	 0.51	 0.36	 0.11	 	273.4002	-17.6595
1G013060-002200S	    	013.060	-00.220	 0.46	 0.48	 0.33	 0.11	 	273.7034	-17.7144
1G014630-002600S	    	014.630	-00.260	 0.64	 0.68	 0.47	 0.11	 	274.5213	-16.3524
1G015070-001200S	    	015.070	-00.120	 0.80	 0.78	 0.56	 0.11	2	274.6099	-15.8986
1G017460-002000S	    	017.460	-00.200	 0.54	 0.53	 0.38	 0.11	 	275.8478	-13.8280
1G018630+003100S	    	018.630	+00.310	 1.00	 0.96	 0.69	 0.11	2	275.9481	-12.5555
1G018910-006300S	N24 	018.910	-00.630	 0.46	 0.46	 0.33	 0.11	 	276.9341	-12.7465
1G020300-002100S	    	020.300	-00.210	 0.53	 0.52	 0.37	 0.11	 	277.2142	-11.3206
1G020320+000700S	    	020.320	+00.070	 1.01	 0.86	 0.66	 0.11	2	276.9709	-11.1728
1G021480-001500S	    	021.480	-00.150	 0.75	 0.87	 0.57	 0.11	 	277.7170	-10.2472
1G021990+001100S	    	021.990	+00.110	 0.48	 0.48	 0.34	 0.11	 	277.7227	-09.6748
1G022860+004200S	    	022.860	+00.420	 0.53	 0.53	 0.37	 0.11	 	277.8521	-08.7601
1G022870+008100S	    	022.870	+00.810	 0.59	 0.57	 0.41	 0.11	 	277.5071	-08.5707
1G022980-003700S	    	022.980	-00.370	 0.47	 0.48	 0.33	 0.11	2	278.6175	-09.0183
1G023060+001000S	    	023.060	+00.100	 0.70	 0.63	 0.47	 0.11	 	278.2327	-08.7306
1G023820-002200S	    	023.820	-00.220	 0.45	 0.45	 0.32	 0.11	 	278.8739	-08.2036
1G023860+003100S	    	023.860	+00.310	 0.54	 0.45	 0.35	 0.11	 	278.4174	-07.9240
1G027370-001600S	    	027.370	-00.160	 0.76	 0.77	 0.54	 0.11	 	280.4598	-05.0216
1G028140+000000S	    	028.140	+00.000	 0.45	 0.47	 0.32	 0.11	 	280.6704	-04.2637
1G028650+000300S	    	028.650	+00.030	 0.54	 0.54	 0.38	 0.11	 	280.8774	-03.7964
1G029220+000500S	    	029.220	+00.050	 0.48	 0.47	 0.33	 0.11	 	281.1205	-03.2802
1G029330-002800S	    	029.330	-00.280	 0.60	 0.63	 0.44	 0.11	 	281.4649	-03.3331
1G029600-006200S	    	029.600	-00.620	 0.55	 0.56	 0.39	 0.11	 	281.8913	-03.2480
1G030000-002700S	    	030.000	-00.270	 0.45	 0.45	 0.32	 0.11	 	281.7622	-02.7324
1G030210+004800S	    	030.210	+00.480	 0.57	 0.60	 0.41	 0.11	 	281.1902	-02.2032
1G030540+000200S	    	030.540	+00.020	 0.87	 0.85	 0.61	 0.11	2	281.7505	-02.1195
1G032090-005000S	    	032.090	-00.500	 0.86	 0.76	 0.57	 0.11	2	282.9206	-00.9773
1G032460+002200S	    	032.460	+00.220	 0.45	 0.45	 0.32	 0.11	 	282.4485	-00.3197
1G032600-002500S	    	032.600	-00.250	 0.58	 0.55	 0.40	 0.11	 	282.9306	-00.4094
1G032860-004100S	    	032.860	-00.410	 0.58	 0.57	 0.41	 0.11	2	283.1916	-00.2510
1G032950-003800S	N59 	032.950	-00.380	 0.51	 0.58	 0.38	 0.11	 	283.2059	-00.1572
1G033050+000700S	N59 	033.050	+00.070	 0.54	 0.63	 0.41	 0.11	 	282.8510	+00.1370
1G033130-000900S	N59 	033.130	-00.090	 0.49	 0.48	 0.34	 0.11	2	283.0299	+00.1353
1G033210-000100S	N59 	033.210	-00.010	 0.51	 0.52	 0.36	 0.11	2	282.9952	+00.2429
1G033370-002900S	N59 	033.370	-00.290	 0.53	 0.55	 0.38	 0.11	 	283.3173	+00.2576
1G033700+000500S	    	033.700	+00.050	 0.87	 0.74	 0.57	 0.11	2	283.1652	+00.7064
1G033810-001900S	    	033.810	-00.190	 0.85	 0.80	 0.58	 0.11	 	283.4290	+00.6948
1G034200+001000S	    	034.200	+00.100	 0.56	 0.56	 0.40	 0.11	 	283.3488	+01.1742
1G034820+003300S	    	034.820	+00.330	 0.60	 0.68	 0.45	 0.11	2	283.4268	+01.8308
1G035420-008700S	    	035.420	-00.870	 0.45	 0.45	 0.32	 0.11	 	284.7691	+01.8170
1G035580+000400S	    	035.580	+00.040	 0.62	 0.56	 0.42	 0.11	 	284.0320	+02.3748
1G036780-002100S	    	036.780	-00.210	 0.78	 0.70	 0.52	 0.11	2	284.8034	+03.3283
1G036850-001400S	    	036.850	-00.140	 0.75	 0.88	 0.58	 0.11	2	284.7730	+03.4225
1G036890-001300S	    	036.890	-00.130	 0.48	 0.49	 0.34	 0.11	 	284.7824	+03.4627
1G037490+005100S	    	037.490	+00.510	 0.51	 0.50	 0.36	 0.11	2	284.4865	+04.2888
1G037640-001100S	    	037.640	-00.110	 0.51	 0.52	 0.36	 0.11	2	285.1082	+04.1389
1G037820-003800S	    	037.820	-00.380	 0.80	 0.71	 0.53	 0.11	2	285.4315	+04.1754
1G037830-005900S	    	037.830	-00.590	 0.55	 0.55	 0.39	 0.11	2	285.6233	+04.0881
1G038630+008100S	    	038.630	+00.810	 0.82	 0.93	 0.62	 0.11	2	284.7411	+05.4399
1G038750-005200S	    	038.750	-00.520	 0.70	 0.83	 0.54	 0.11	 	285.9837	+04.9379
1G038760-005300S	    	038.760	-00.530	 0.71	 0.76	 0.52	 0.11	 	285.9972	+04.9422
1G038870+000600S	    	038.870	+00.060	 0.45	 0.46	 0.32	 0.11	 	285.5213	+05.3103
1G038930+002900S	    	038.930	+00.290	 0.61	 0.70	 0.46	 0.11	 	285.3435	+05.4689
1G039100+005300S	    	039.100	+00.530	 0.60	 0.64	 0.44	 0.11	2	285.2072	+05.7299
1G039490-004100S	    	039.490	-00.410	 1.04	 0.93	 0.70	 0.11	2	286.2264	+05.6459
1G039540+008700S	    	039.540	+00.870	 0.95	 0.99	 0.68	 0.11	2	285.1054	+06.2766
1G041050-006900S	    	041.050	-00.690	 0.47	 0.47	 0.33	 0.11	 	287.1982	+06.9024
1G041350-001400S	    	041.350	-00.140	 0.45	 0.45	 0.32	 0.11	2	286.8454	+07.4219
1G041610-002700S	N81 	041.610	-00.270	 0.74	 0.76	 0.53	 0.11	2	287.0825	+07.5929
1G043100-000500S	    	043.100	-00.050	 0.45	 0.45	 0.32	 0.11	2	287.5798	+09.0164
1G043110+000200S	    	043.110	+00.020	 1.04	 1.01	 0.72	 0.11	2	287.5216	+09.0576
1G043300+004400S	    	043.300	+00.440	 0.53	 0.54	 0.38	 0.11	 	287.2328	+09.4199
1G044250+003800S	    	044.250	+00.380	 0.68	 0.65	 0.47	 0.11	 	287.7318	+10.2350
1G044530-001100S	N91 	044.530	-00.110	 0.48	 0.51	 0.35	 0.11	 	288.3049	+10.2563
1G044580-002000S	    	044.580	-00.200	 0.82	 0.76	 0.56	 0.11	 	288.4095	+10.2589
1G045810-003500S	    	045.810	-00.350	 0.63	 0.54	 0.42	 0.11	 	289.1270	+11.2780
1G046000-001100S	    	046.000	-00.110	 0.48	 0.45	 0.33	 0.11	 	289.0007	+11.5579
1G047100+004800S	    	047.100	+00.480	 0.88	 0.92	 0.64	 0.11	 	288.9908	+12.8061
1G047740+005600S	    	047.740	+00.560	 0.49	 0.50	 0.35	 0.11	2	289.2244	+13.4096
1G047840+000700S	    	047.840	+00.070	 0.62	 0.59	 0.43	 0.11	 	289.7176	+13.2690
1G050830+008200S	    	050.830	+00.820	 0.80	 0.80	 0.57	 0.11	 	290.4847	+16.2610
1G051040-002600S	N107	051.040	-00.260	 0.56	 0.60	 0.41	 0.11	2	291.5784	+15.9349
1G051650-009100S	    	051.650	-00.910	 0.46	 0.47	 0.33	 0.11	 	292.4757	+16.1606
1G051670+007200S	N109	051.670	+00.720	 0.55	 0.52	 0.38	 0.11	 	290.9903	+16.9543
1G052210-004900S	    	052.210	-00.490	 0.84	 0.80	 0.58	 0.11	2	292.3711	+16.8533
1G052220-005100S	    	052.220	-00.510	 0.53	 0.53	 0.37	 0.11	2	292.3944	+16.8525
1G296270-003900S	    	296.270	-00.390	 0.84	 0.86	 0.60	 0.11	 	178.3056	-62.5064
1G296440-006500S	    	296.440	-00.650	 0.56	 0.60	 0.41	 0.11	 	178.5409	-62.7976
1G297450-007400S	    	297.450	-00.740	 0.45	 0.45	 0.32	 0.11	 	180.6742	-63.0918
1G297530-008300S	    	297.530	-00.830	 0.81	 0.80	 0.57	 0.11	 	180.8110	-63.1952
1G298280+007400S	    	298.280	+00.740	 0.86	 0.86	 0.61	 0.11	 	182.9862	-61.7745
1G298350-000500S	    	298.350	-00.050	 0.73	 0.61	 0.47	 0.11	 	182.8747	-62.5659
1G300200-004100S	    	300.200	-00.410	 0.45	 0.45	 0.32	 0.11	2	186.8013	-63.1531
1G301840-008800S	    	301.840	-00.880	 0.57	 0.58	 0.41	 0.11	 	190.3920	-63.7308
1G302740-006200S	    	302.740	-00.620	 0.83	 0.83	 0.59	 0.11	2	192.4295	-63.4911
1G303140-008800S	    	303.140	-00.880	 0.60	 0.57	 0.41	 0.11	2	193.3299	-63.7510
1G303570-006700S	    	303.570	-00.670	 0.49	 0.49	 0.35	 0.11	2	194.2913	-63.5347
1G304090+003200S	    	304.090	+00.320	 0.54	 0.53	 0.38	 0.11	 	195.3706	-62.5292
1G304580+005800S	    	304.580	+00.580	 0.51	 0.50	 0.35	 0.11	 	196.4002	-62.2464
1G305200+000100S	    	305.200	+00.010	 0.52	 0.51	 0.37	 0.11	2	197.8220	-62.7743
1G305620-003400S	    	305.620	-00.340	 0.64	 0.63	 0.45	 0.11	 	198.8067	-63.0875
1G305800+000200S	    	305.800	+00.020	 0.78	 0.78	 0.55	 0.11	2	199.1252	-62.7121
1G307410-007100S	    	307.410	-00.710	 0.54	 0.56	 0.39	 0.11	2	202.8427	-63.2340
1G310380-003000S	    	310.380	-00.300	 0.45	 0.45	 0.32	 0.11	 	209.0151	-62.2336
1G311100-003400S	    	311.100	-00.340	 0.93	 0.85	 0.63	 0.11	 	210.5264	-62.0858
1G311430+006200S	    	311.430	+00.620	 0.45	 0.45	 0.32	 0.11	2	210.6472	-61.0723
1G311540+003200S	    	311.540	+00.320	 0.84	 0.86	 0.60	 0.11	2	211.0379	-61.3306
1G311580+002400S	    	311.580	+00.240	 0.49	 0.52	 0.35	 0.11	 	211.1645	-61.3963
1G312300+006700S	    	312.300	+00.670	 0.51	 0.50	 0.35	 0.11	 	212.3343	-60.7770
1G312550-002800S	    	312.550	-00.280	 0.50	 0.49	 0.35	 0.11	 	213.4291	-61.6057
1G313180-002800S	    	313.180	-00.280	 0.48	 0.51	 0.35	 0.11	 	214.6794	-61.4030
1G313900-004300S	    	313.900	-00.430	 0.49	 0.48	 0.34	 0.11	 	216.1976	-61.2979
1G314660+002700S	    	314.660	+00.270	 0.98	 0.99	 0.70	 0.11	2	217.1370	-60.3716
1G315110-004500S	    	315.110	-00.450	 0.59	 0.63	 0.43	 0.11	 	218.5386	-60.8697
1G315850-003600S	    	315.850	-00.360	 0.68	 0.74	 0.50	 0.11	 	219.8545	-60.4948
1G317800-000500S	    	317.800	-00.050	 0.45	 0.45	 0.32	 0.11	 	223.1123	-59.3827
1G319490+006200S	    	319.490	+00.620	 0.65	 0.61	 0.44	 0.11	 	225.3963	-58.0053
1G319870-003500S	    	319.870	-00.350	 0.59	 0.54	 0.40	 0.11	 	226.9309	-58.6660
1G319990+003700S	    	319.990	+00.370	 0.52	 0.50	 0.36	 0.11	 	226.4500	-57.9811
1G323170+003800S	    	323.170	+00.380	 0.45	 0.46	 0.32	 0.11	 	231.4333	-56.3048
1G323750+004400S	    	323.750	+00.440	 0.57	 0.57	 0.40	 0.11	 	232.2351	-55.9304
1G323890+001200S	    	323.890	+00.120	 0.89	 0.76	 0.59	 0.11	2	232.7664	-56.1143
1G324610+002200S	    	324.610	+00.220	 0.56	 0.56	 0.40	 0.11	 	233.7120	-55.6175
1G325450+004800S	    	325.450	+00.480	 0.51	 0.51	 0.36	 0.11	 	234.6368	-54.9135
1G328070+005900S	    	328.070	+00.590	 0.45	 0.45	 0.32	 0.11	 	238.0517	-53.2215
1G329090-003100S	    	329.090	-00.310	 0.87	 0.82	 0.60	 0.11	2	240.3240	-53.2536
1G329470-003100S	    	329.470	-00.310	 0.45	 0.45	 0.32	 0.11	 	240.8007	-53.0035
1G329470+002100S	    	329.470	+00.210	 0.75	 0.74	 0.53	 0.11	2	240.2348	-52.6118
1G329570-003100S	    	329.570	-00.310	 0.94	 0.89	 0.65	 0.11	 	240.9252	-52.9374
1G329600+000600S	    	329.600	+00.060	 0.99	 0.91	 0.67	 0.11	2	240.5586	-52.6396
1G330230+003000S	    	330.230	+00.300	 0.60	 0.56	 0.41	 0.11	 	241.0728	-52.0431
1G330660+003600S	    	330.660	+00.360	 0.45	 0.45	 0.32	 0.11	 	241.5276	-51.7120
1G331600-001100S	    	331.600	-00.110	 0.53	 0.52	 0.37	 0.11	 	243.1528	-51.4221
1G332470-001600S	    	332.470	-00.160	 0.63	 0.56	 0.42	 0.11	 	244.2116	-50.8581
1G332550+002500S	    	332.550	+00.250	 0.98	 0.66	 0.59	 0.11	2	243.8539	-50.5072
1G332630-007700S	    	332.630	-00.770	 0.69	 0.72	 0.50	 0.11	2	245.0715	-51.1823
1G332840-005400S	    	332.840	-00.540	 1.01	 0.98	 0.70	 0.11	2	245.0517	-50.8711
1G333010+007200S	    	333.010	+00.720	 0.48	 0.47	 0.33	 0.11	 	243.8650	-49.8496
1G334020-000600S	    	334.020	-00.060	 0.49	 0.49	 0.35	 0.11	 	245.8270	-49.6975
1G334220-001500S	    	334.220	-00.150	 0.59	 0.62	 0.43	 0.11	 	246.1429	-49.6183
1G337050+000000S	    	337.050	+00.000	 0.65	 0.58	 0.44	 0.11	 	248.9178	-47.4601
1G337380-003900S	    	337.380	-00.390	 0.45	 0.45	 0.32	 0.11	 	249.6732	-47.4770
1G337580-000700S	    	337.580	-00.070	 0.50	 0.57	 0.38	 0.11	 	249.5190	-47.1144
1G337680-001300S	    	337.680	-00.130	 0.53	 0.52	 0.37	 0.11	 	249.6827	-47.0800
1G338080-000300S	    	338.080	-00.030	 0.54	 0.54	 0.38	 0.11	 	249.9633	-46.7150
1G338330+001500S	    	338.330	+00.150	 0.48	 0.48	 0.34	 0.11	2	250.0092	-46.4086
1G338360-008600S	    	338.360	-00.860	 0.68	 0.66	 0.47	 0.11	 	251.1468	-47.0513
1G338560-006400S	    	338.560	-00.640	 0.47	 0.48	 0.33	 0.11	 	251.0943	-46.7561
1G339050-003200S	    	339.050	-00.320	 0.50	 0.59	 0.39	 0.11	 	251.2072	-46.1761
1G339590+005300S	    	339.590	+00.530	 0.59	 0.65	 0.44	 0.11	 	250.7934	-45.2114
1G339890+002300S	    	339.890	+00.230	 0.51	 0.46	 0.34	 0.11	 	251.3939	-45.1806
1G340280-000700S	    	340.280	-00.070	 0.53	 0.51	 0.37	 0.11	 	252.0759	-45.0777
1G340460-005600S	    	340.460	-00.560	 0.84	 0.97	 0.64	 0.11	2	252.7729	-45.2538
1G340660-005700S	    	340.660	-00.570	 0.49	 0.49	 0.35	 0.11	 	252.9646	-45.1060
1G340750-006000S	    	340.750	-00.600	 0.58	 0.53	 0.39	 0.11	2	253.0784	-45.0556
1G342060-000600S	    	342.060	-00.060	 0.46	 0.46	 0.32	 0.11	 	253.6521	-43.6993
1G343180+006300S	    	343.180	+00.630	 0.50	 0.50	 0.35	 0.11	2	253.8812	-42.3946
1G344600+001900S	    	344.600	+00.190	 0.53	 0.57	 0.39	 0.11	 	255.5296	-41.5530
1G344780-002100S	    	344.780	-00.210	 0.69	 0.61	 0.46	 0.11	 	256.1004	-41.6542
1G345210-005400S	S13 	345.210	-00.540	 0.73	 0.78	 0.53	 0.11	2	256.7992	-41.5107
1G346080-000300S	    	346.080	-00.030	 0.60	 0.57	 0.42	 0.11	 	256.9502	-40.5087
1G346160-001400S	    	346.160	-00.140	 0.51	 0.53	 0.36	 0.11	 	257.1291	-40.5105
1G346600-000900S	    	346.600	-00.090	 0.57	 0.60	 0.41	 0.11	 	257.4206	-40.1275
1G346680+001800S	    	346.680	+00.180	 0.56	 0.55	 0.39	 0.11	 	257.1997	-39.9023
1G347870-003100S	    	347.870	-00.310	 0.92	 0.83	 0.62	 0.11	 	258.6244	-39.2314
1G348290+003800S	    	348.290	+00.380	 0.49	 0.49	 0.35	 0.11	 	258.2226	-38.4867
1G348390+000700S	    	348.390	+00.070	 0.47	 0.47	 0.33	 0.11	 	258.6186	-38.5874
1G349360+001200S	    	349.360	+00.120	 0.53	 0.53	 0.38	 0.11	 	259.2843	-37.7691
1G350110+000300S	    	350.110	+00.030	 0.70	 0.71	 0.50	 0.11	 	259.9212	-37.2077
1G350270+001200S	    	350.270	+00.120	 0.47	 0.51	 0.35	 0.11	 	259.9436	-37.0250
1G350340+001200S	    	350.340	+00.120	 0.49	 0.49	 0.34	 0.11	 	259.9938	-36.9676
1G350390-000600S	    	350.390	-00.060	 0.58	 0.56	 0.40	 0.11	2	260.2145	-37.0294
1G351280-002800S	    	351.280	-00.280	 0.82	 0.83	 0.58	 0.11	 	261.0699	-36.4208
1G351780-005500S	    	351.780	-00.550	 0.48	 0.48	 0.34	 0.11	 	261.6950	-36.1580
1G352090+001600S	CS73	352.090	+00.160	 0.45	 0.45	 0.32	 0.11	 	261.1835	-35.5036
1G353400-001000S	    	353.400	-00.100	 0.72	 0.62	 0.48	 0.11	 	262.3388	-34.5607
1G353890+000500S	    	353.890	+00.050	 0.48	 0.71	 0.43	 0.11	 	262.5146	-34.0693
1G354160+001100S	    	354.160	+00.110	 0.77	 0.66	 0.51	 0.11	 	262.6335	-33.8109
1G354170+001200S	    	354.170	+00.120	 0.67	 0.62	 0.46	 0.11	 	262.6300	-33.7970
1G354360+000000S	    	354.360	+00.000	 0.48	 0.53	 0.36	 0.11	 	262.8761	-33.7041
1G354900-002200S	    	354.900	-00.220	 0.67	 0.61	 0.45	 0.11	2	263.4509	-33.3717
1G355660+003800S	    	355.660	+00.380	 0.76	 0.77	 0.54	 0.11	2	263.3436	-32.4076
1G358760-007700S	    	358.760	-00.770	 0.48	 0.53	 0.36	 0.11	 	266.4180	-30.3957
1G358880+000600S	    	358.880	+00.060	 1.03	 0.95	 0.70	 0.11	2	265.6731	-29.8589
1G359420+000200S	    	359.420	+00.020	 0.45	 0.45	 0.32	 0.11	 	266.0385	-29.4203
1G359450-000200S	    	359.450	-00.020	 0.56	 0.56	 0.40	 0.11	 	266.0956	-29.4157
1G000560-008500S	    	000.560	-00.850	 0.85	 0.74	 0.56	 0.10	2	267.5670	-28.8961
1G000690+003200S	    	000.690	+00.320	 0.47	 0.49	 0.34	 0.10	 	266.5030	-28.1805
1G004050-000100S	    	004.050	-00.010	 0.64	 0.64	 0.45	 0.10	 	268.7504	-25.4643
1G005060-000400S	    	005.060	-00.040	 0.50	 0.49	 0.35	 0.10	 	269.3398	-24.6065
1G007510+004000S	    	007.510	+00.400	 0.83	 0.66	 0.53	 0.10	 	270.2549	-22.2632
1G007530+003900S	    	007.530	+00.390	 0.58	 0.57	 0.41	 0.10	2	270.2750	-22.2508
1G008910+001200S	    	008.910	+00.120	 0.50	 0.52	 0.36	 0.10	 	271.2597	-21.1829
1G009660+005900S	    	009.660	+00.590	 0.90	 0.91	 0.64	 0.10	2	271.2145	-20.2988
1G010620-003800S	    	010.620	-00.380	 0.66	 0.64	 0.46	 0.10	 	272.6143	-19.9317
1G014000-004200S	    	014.000	-00.420	 0.48	 0.48	 0.34	 0.10	 	274.3565	-16.9829
1G016320-001500S	    	016.320	-00.150	 0.53	 0.57	 0.39	 0.10	2	275.2495	-14.8109
1G016500+001200S	    	016.500	+00.120	 0.94	 1.01	 0.69	 0.10	 	275.0910	-14.5249
1G017550+001600S	    	017.550	+00.160	 0.49	 0.52	 0.36	 0.10	2	275.5641	-13.5796
1G018950-007800S	    	018.950	-00.780	 0.68	 0.68	 0.48	 0.10	 	277.0893	-12.7808
1G019360-000100S	    	019.360	-00.010	 1.07	 1.12	 0.77	 0.10	2	276.5868	-12.0596
1G022630-004800S	    	022.630	-00.480	 0.48	 0.48	 0.34	 0.10	 	278.5530	-09.3797
1G023000-004100S	    	023.000	-00.410	 0.45	 0.45	 0.32	 0.10	 	278.6627	-09.0190
1G023440-002400S	    	023.440	-00.240	 0.80	 0.70	 0.53	 0.10	2	278.7151	-08.5502
1G023990-000900S	    	023.990	-00.090	 0.62	 0.58	 0.42	 0.10	2	278.8364	-07.9929
1G025720+000600S	    	025.720	+00.060	 0.80	 0.80	 0.56	 0.10	2	279.5035	-06.3874
1G028980+002600S	    	028.980	+00.260	 0.52	 0.50	 0.36	 0.10	 	280.8235	-03.3978
1G029910-008000S	    	029.910	-00.800	 0.60	 0.57	 0.41	 0.10	 	282.1933	-03.0542
1G032270-002300S	    	032.270	-00.230	 1.03	 1.01	 0.72	 0.10	 	282.7624	-00.6940
1G032460+001900S	    	032.460	+00.190	 0.65	 0.62	 0.45	 0.10	2	282.4752	-00.3334
1G032930+006000S	    	032.930	+00.600	 0.62	 0.61	 0.44	 0.10	2	282.3246	+00.2719
1G034040+001400S	    	034.040	+00.140	 0.66	 0.60	 0.45	 0.10	2	283.2402	+01.0500
1G034200-005900S	N63 	034.200	-00.590	 0.74	 0.74	 0.52	 0.10	2	283.9629	+00.8594
1G035280+001500S	    	035.280	+00.150	 0.47	 0.47	 0.33	 0.10	 	283.7971	+02.1581
1G035850-000400S	    	035.850	-00.040	 0.45	 0.45	 0.32	 0.10	 	284.2266	+02.5786
1G037120+000200S	    	037.120	+00.020	 0.94	 0.93	 0.66	 0.10	 	284.7540	+03.7358
1G037180-001900S	    	037.180	-00.190	 0.73	 0.68	 0.50	 0.10	 	284.9687	+03.6932
1G037320+001700S	    	037.320	+00.170	 0.60	 0.61	 0.43	 0.10	 	284.7119	+03.9822
1G038090+002800S	N71 	038.090	+00.280	 0.54	 0.52	 0.38	 0.10	 	284.9667	+04.7174
1G038800+001000S	    	038.800	+00.100	 0.68	 0.55	 0.44	 0.10	 	285.4534	+05.2664
1G040570-000800S	    	040.570	-00.080	 0.55	 0.56	 0.39	 0.10	 	286.4303	+06.7569
1G040820-002200S	    	040.820	-00.220	 0.45	 0.45	 0.32	 0.10	2	286.6713	+06.9145
1G041230+001700S	    	041.230	+00.170	 0.85	 0.91	 0.62	 0.10	2	286.5121	+07.4579
1G045580-005600S	    	045.580	-00.560	 0.45	 0.45	 0.32	 0.10	 	289.2071	+10.9766
1G045820-003300S	    	045.820	-00.330	 0.45	 0.45	 0.32	 0.10	 	289.1137	+11.2961
1G045920+001800S	    	045.920	+00.180	 0.58	 0.57	 0.41	 0.10	 	288.7007	+11.6221
1G046070+002200S	    	046.070	+00.220	 0.67	 0.60	 0.45	 0.10	 	288.7357	+11.7734
1G047940-003400S	    	047.940	-00.340	 0.60	 0.52	 0.40	 0.10	 	290.1377	+13.1651
1G049560+006300S	    	049.560	+00.630	 0.50	 0.52	 0.36	 0.10	2	290.0389	+15.0508
1G050020+005900S	    	050.020	+00.590	 0.67	 0.67	 0.47	 0.10	 	290.2995	+15.4381
1G050030+005800S	    	050.030	+00.580	 0.52	 0.50	 0.36	 0.10	 	290.3135	+15.4422
1G050270-004300S	    	050.270	-00.430	 0.81	 0.70	 0.54	 0.10	2	291.3540	+15.1766
1G050310+006600S	    	050.310	+00.660	 0.59	 0.48	 0.38	 0.10	2	290.3769	+15.7269
1G050840+003400S	N107	050.840	+00.340	 0.58	 0.57	 0.41	 0.10	 	290.9302	+16.0433
1G051610-003700S	    	051.610	-00.370	 0.89	 0.89	 0.63	 0.10	2	291.9617	+16.3837
1G296500-004400S	    	296.500	-00.440	 0.59	 0.59	 0.41	 0.10	 	178.7685	-62.6058
1G297460-007800S	    	297.460	-00.780	 0.50	 0.48	 0.34	 0.10	 	180.6793	-63.1330
1G298900+001900S	    	298.900	+00.190	 0.50	 0.49	 0.35	 0.10	2	184.1279	-62.4080
1G298900+002200S	    	298.900	+00.220	 0.56	 0.56	 0.39	 0.10	2	184.1367	-62.3783
1G303510-007200S	    	303.510	-00.720	 0.59	 0.58	 0.41	 0.10	2	194.1590	-63.5859
1G304110-002100S	    	304.110	-00.210	 0.45	 0.45	 0.32	 0.10	 	195.4603	-63.0579
1G306540+004800S	    	306.540	+00.480	 0.71	 0.75	 0.52	 0.10	 	200.6074	-62.1744
1G308650-005100S	    	308.650	-00.510	 0.51	 0.57	 0.38	 0.10	 	205.4579	-62.8209
1G310780-006100S	    	310.780	-00.610	 0.59	 0.55	 0.40	 0.10	 	210.0183	-62.4313
1G311470+004000S	    	311.470	+00.400	 0.82	 0.78	 0.57	 0.10	2	210.8517	-61.2730
1G311630-005000S	    	311.630	-00.500	 0.45	 0.45	 0.32	 0.10	 	211.7090	-62.0917
1G311690-002700S	    	311.690	-00.270	 0.51	 0.53	 0.37	 0.10	 	211.6906	-61.8542
1G311760-005400S	    	311.760	-00.540	 0.45	 0.45	 0.32	 0.10	 	211.9996	-62.0923
1G312620+002800S	    	312.620	+00.280	 0.62	 0.61	 0.44	 0.10	 	213.2047	-61.0517
1G313680-003900S	    	313.680	-00.390	 0.56	 0.58	 0.40	 0.10	 	215.7390	-61.3373
1G315340-002300S	    	315.340	-00.230	 0.70	 0.71	 0.50	 0.10	2	218.7979	-60.5778
1G315770-005300S	    	315.770	-00.530	 0.45	 0.45	 0.32	 0.10	 	219.8453	-60.6826
1G317500+003400S	    	317.500	+00.340	 0.61	 0.60	 0.43	 0.10	 	222.2479	-59.1657
1G317750-006400S	    	317.750	-00.640	 0.55	 0.57	 0.39	 0.10	 	223.5511	-59.9317
1G318390-007200S	    	318.390	-00.720	 0.45	 0.45	 0.32	 0.10	 	224.7534	-59.7068
1G318510+000100S	    	318.510	+00.010	 0.74	 0.73	 0.52	 0.10	2	224.2925	-59.0053
1G318770-003700S	    	318.770	-00.370	 1.08	 0.85	 0.69	 0.10	2	225.0871	-59.2188
1G319220+002400S	    	319.220	+00.240	 0.52	 0.52	 0.37	 0.10	2	225.2909	-58.4682
1G319780-002300S	    	319.780	-00.230	 0.56	 0.56	 0.40	 0.10	 	226.6663	-58.6065
1G320420+001200S	    	320.420	+00.120	 0.60	 0.57	 0.41	 0.10	2	227.3882	-57.9835
1G320510-003700S	    	320.510	-00.370	 0.93	 0.93	 0.66	 0.10	2	228.0075	-58.3597
1G323940+000400S	    	323.940	+00.040	 0.49	 0.49	 0.35	 0.10	 	232.9221	-56.1514
1G324190-001300S	    	324.190	-00.130	 0.73	 0.68	 0.50	 0.10	 	233.4648	-56.1463
